fold,n_events,n_classes,imbalance_ratio,majority_class,minority_class,time_start,time_end,duration_covered_s,total_event_duration_s,n_occurrences,tp_s,fp_s,fn_s,macro_precision,macro_recall,macro_f1,micro_precision,micro_recall,micro_f1,plot_file,start_diff_mean,start_diff_min_abs,start_diff_max_abs,end_diff_mean,end_diff_min_abs,end_diff_max_abs,eID
0,69.0,1.0,1.0,412.0,412.0,1358.12,1656.183,298.0630000000001,43.762000000000626,69,18.4020000000005,93.0979999999995,25.360000000000127,0.1650403587443991,0.42050180521914526,0.23704447965375208,0.1650403587443991,0.42050180521914526,0.23704447965375208,events_evaluation_plot.png,-0.5983714285715386,0.0,1.7970000000000255,1.720714285714153,0.0009999999999763531,8.534999999999854,
0 - 412,,,,,,,,,,69,18.4020000000005,93.0979999999995,25.360000000000127,0.1650403587443991,0.42050180521914526,0.23704447965375208,,,,,,,,,,,412.0
