fold,n_events,n_classes,imbalance_ratio,majority_class,minority_class,time_start,time_end,duration_covered_s,total_event_duration_s,n_occurrences,tp_s,fp_s,fn_s,macro_precision,macro_recall,macro_f1,micro_precision,micro_recall,micro_f1,plot_file,start_diff_mean,start_diff_min_abs,start_diff_max_abs,end_diff_mean,end_diff_min_abs,end_diff_max_abs,eID
0,69.0,1.0,1.0,412.0,412.0,1358.12,1656.183,298.0630000000001,43.762000000000626,69,12.805999999999813,58.69400000000019,30.956000000000813,0.1791048951048925,0.2926283076641751,0.2222067984244546,0.1791048951048925,0.2926283076641751,0.2222067984244546,events_evaluation_plot.png,-0.5133225806452717,0.0,2.0970000000002074,0.9544516129030927,0.032000000000152795,6.333999999999833,
0 - 412,,,,,,,,,,69,12.805999999999813,58.69400000000019,30.956000000000813,0.1791048951048925,0.2926283076641751,0.2222067984244546,,,,,,,,,,,412.0
