fold,n_events,n_classes,imbalance_ratio,majority_class,minority_class,time_start,time_end,duration_covered_s,total_event_duration_s,n_occurrences,tp_s,fp_s,fn_s,macro_precision,macro_recall,macro_f1,micro_precision,micro_recall,micro_f1,plot_file,start_diff_mean,start_diff_min_abs,start_diff_max_abs,end_diff_mean,end_diff_min_abs,end_diff_max_abs,eID
0,17.0,1.0,1.0,412.0,412.0,1378.0,1666.5,288.5,237.5,17,196.7800000000002,45.2199999999998,40.7199999999998,0.8131404958677694,0.8285473684210535,0.8207716371220029,0.8131404958677694,0.8285473684210535,0.8207716371220029,events_evaluation_plot.png,0.7533333333333151,0.01999999999998181,7.019999999999982,2.3199999999999816,0.01999999999998181,23.519999999999982,
0 - 412,,,,,,,,,,17,196.7800000000002,45.2199999999998,40.7199999999998,0.8131404958677694,0.8285473684210535,0.8207716371220029,,,,,,,,,,,412.0
