fold,n_events,n_classes,imbalance_ratio,majority_class,minority_class,time_start,time_end,duration_covered_s,total_event_duration_s,n_occurrences,tp_s,fp_s,fn_s,macro_precision,macro_recall,macro_f1,micro_precision,micro_recall,micro_f1,plot_file,start_diff_mean,start_diff_min_abs,start_diff_max_abs,end_diff_mean,end_diff_min_abs,end_diff_max_abs,eID
0,69.0,1.0,1.0,412.0,412.0,1358.12,1656.183,298.0630000000001,43.762000000000626,69,9.296000000000504,58.203999999999496,33.134000000000015,0.13771851851852598,0.2190902663210085,0.16912580733194688,0.13771851851852598,0.2190902663210085,0.16912580733194688,events_evaluation_plot.png,-0.9001578947369533,0.0009999999999763531,9.198000000000093,1.1736315789472476,0.0009999999999763531,3.933999999999969,
0 - 412,,,,,,,,,,69,9.296000000000504,58.203999999999496,33.134000000000015,0.13771851851852598,0.2190902663210085,0.16912580733194688,,,,,,,,,,,412.0
