time_s,emotion,face_x,face_y,face_w,face_h
38.6,sad,0,0,359,639
38.64,angry,177,307,28,28
38.682,happy,178,307,28,28
38.72,sad,0,0,359,639
38.759,sad,0,0,359,639
38.794000000000004,happy,177,306,29,29
38.836,happy,177,306,29,29
38.889,happy,177,306,29,29
38.925000000000004,happy,177,306,29,29
38.951,sad,0,0,359,639
38.989000000000004,sad,0,0,359,639
39.029,happy,176,306,30,30
39.063,happy,0,0,359,639
39.104,sad,0,0,359,639
39.138,happy,178,307,28,28
39.178,angry,178,307,27,27
39.218,angry,178,307,28,28
39.267,angry,0,0,359,639
39.289,sad,0,0,359,639
39.341,sad,180,306,27,27
39.38,sad,0,0,359,639
39.416000000000004,fear,179,304,28,28
39.454,fear,0,0,359,639
39.49,fear,178,305,28,28
39.526,fear,179,306,26,26
39.569,fear,178,305,27,27
39.605000000000004,sad,0,0,359,639
39.65,sad,0,0,359,639
39.689,sad,0,0,359,639
39.723,sad,0,0,359,639
39.754,sad,0,0,359,639
39.803000000000004,sad,0,0,359,639
39.837,sad,0,0,359,639
39.879,sad,0,0,359,639
39.912,sad,0,0,359,639
39.961,sad,0,0,359,639
39.984,sad,0,0,359,639
40.031,sad,0,0,359,639
40.074,sad,0,0,359,639
40.099000000000004,sad,0,0,359,639
40.14,sad,0,0,359,639
40.181,sad,0,0,359,639
40.226,sad,0,0,359,639
40.266,sad,0,0,359,639
40.301,sad,0,0,359,639
40.34,sad,0,0,359,639
40.379,sad,0,0,359,639
40.41000000000001,sad,0,0,359,639
40.454,sad,0,0,359,639
40.492,sad,0,0,359,639
40.528,sad,0,0,359,639
40.566,sad,0,0,359,639
40.605000000000004,sad,0,0,359,639
40.644,sad,0,0,359,639
40.675000000000004,sad,0,0,359,639
40.721,sad,0,0,359,639
40.764,sad,0,0,359,639
40.805,happy,182,304,28,28
40.837,happy,182,304,28,28
40.87,sad,0,0,359,639
40.912,happy,182,304,28,28
40.937,sad,0,0,359,639
40.986000000000004,happy,0,0,359,639
41.028,sad,0,0,359,639
41.069,sad,0,0,359,639
41.096,sad,0,0,359,639
41.137,sad,0,0,359,639
41.189,sad,0,0,359,639
41.217,sad,0,0,359,639
41.262,sad,0,0,359,639
41.300000000000004,sad,0,0,359,639
41.352000000000004,sad,0,0,359,639
41.41000000000001,sad,0,0,359,639
41.438,sad,0,0,359,639
41.466,sad,0,0,359,639
41.522,sad,0,0,359,639
41.552,sad,0,0,359,639
41.579,sad,0,0,359,639
41.621,sad,0,0,359,639
41.671,sad,0,0,359,639
41.702,sad,0,0,359,639
41.744,sad,0,0,359,639
41.782,sad,0,0,359,639
41.815,sad,0,0,359,639
41.862,fear,0,0,359,639
41.902,sad,0,0,359,639
41.942,sad,0,0,359,639
41.974000000000004,sad,0,0,359,639
42.026,sad,0,0,359,639
42.067,sad,0,0,359,639
42.112,sad,0,0,359,639
42.149,sad,0,0,359,639
42.209,sad,0,0,359,639
42.243,sad,0,0,359,639
42.278,sad,0,0,359,639
42.324,sad,0,0,359,639
42.341,sad,0,0,359,639
42.391,sad,0,0,359,639
42.442,sad,0,0,359,639
42.477000000000004,sad,0,0,359,639
42.518,sad,0,0,359,639
42.554,sad,0,0,359,639
42.603,sad,0,0,359,639
42.627,sad,0,0,359,639
42.681,fear,0,0,359,639
42.723,sad,0,0,359,639
42.765,sad,0,0,359,639
42.802,sad,0,0,359,639
42.842,sad,0,0,359,639
42.877,sad,0,0,359,639
42.915,sad,0,0,359,639
42.953,sad,0,0,359,639
43.0,sad,0,0,359,639
43.036,sad,0,0,359,639
43.081,sad,0,0,359,639
43.12,sad,0,0,359,639
43.152,fear,0,0,359,639
43.197,fear,0,0,359,639
43.24,fear,0,0,359,639
43.275,fear,0,0,359,639
43.315,fear,0,0,359,639
43.364000000000004,fear,0,0,359,639
43.391,sad,0,0,359,639
43.44,sad,0,0,359,639
43.468,sad,0,0,359,639
43.51,sad,0,0,359,639
43.553000000000004,sad,0,0,359,639
43.592,sad,0,0,359,639
43.629,sad,0,0,359,639
43.668,sad,0,0,359,639
43.72,sad,0,0,359,639
43.758,sad,0,0,359,639
43.800000000000004,sad,0,0,359,639
43.827,sad,0,0,359,639
43.875,sad,0,0,359,639
43.909,sad,0,0,359,639
43.956,sad,0,0,359,639
43.993,sad,0,0,359,639
44.038000000000004,sad,0,0,359,639
44.076,sad,0,0,359,639
44.116,sad,0,0,359,639
44.154,sad,0,0,359,639
44.198,sad,0,0,359,639
44.238,sad,0,0,359,639
44.27,sad,0,0,359,639
44.307,sad,0,0,359,639
44.361000000000004,sad,0,0,359,639
44.399,sad,0,0,359,639
44.428000000000004,sad,0,0,359,639
44.472,sad,189,304,27,27
44.509,sad,0,0,359,639
44.555,sad,0,0,359,639
44.598,sad,0,0,359,639
44.63,sad,0,0,359,639
44.673,sad,0,0,359,639
44.709,sad,0,0,359,639
44.75,sad,0,0,359,639
44.777,sad,0,0,359,639
44.821,sad,0,0,359,639
44.871,sad,0,0,359,639
44.912,sad,0,0,359,639
44.939,sad,0,0,359,639
44.980000000000004,sad,0,0,359,639
45.02,sad,0,0,359,639
45.059,sad,0,0,359,639
45.104,sad,0,0,359,639
45.142,sad,0,0,359,639
45.182,sad,0,0,359,639
45.239000000000004,sad,0,0,359,639
45.274,sad,0,0,359,639
45.304,sad,0,0,359,639
45.354,sad,0,0,359,639
45.406,sad,0,0,359,639
45.429,sad,0,0,359,639
45.476,sad,0,0,359,639
45.514,sad,0,0,359,639
45.548,sad,0,0,359,639
45.59,sad,0,0,359,639
45.641,sad,0,0,359,639
45.669000000000004,sad,0,0,359,639
45.718,sad,0,0,359,639
45.752,sad,0,0,359,639
45.803000000000004,neutral,0,0,359,639
45.837,neutral,0,0,359,639
45.875,neutral,0,0,359,639
45.924,sad,0,0,359,639
45.934,sad,0,0,359,639
45.999,neutral,0,0,359,639
46.037,sad,0,0,359,639
46.066,neutral,0,0,359,639
46.119,angry,0,0,359,639
46.148,angry,0,0,359,639
46.206,sad,0,0,359,639
46.236000000000004,sad,0,0,359,639
46.277,angry,0,0,359,639
46.324,sad,0,0,359,639
46.363,sad,0,0,359,639
46.393,sad,0,0,359,639
46.428000000000004,sad,0,0,359,639
46.471,sad,0,0,359,639
46.522,sad,0,0,359,639
46.546,sad,0,0,359,639
46.591,sad,0,0,359,639
46.638,sad,0,0,359,639
46.682,sad,0,0,359,639
46.709,happy,189,300,28,28
46.75,happy,0,0,359,639
46.807,happy,0,0,359,639
46.839,sad,0,0,359,639
46.866,sad,0,0,359,639
46.896,happy,190,300,28,28
46.95,sad,0,0,359,639
46.989000000000004,sad,0,0,359,639
47.016,sad,0,0,359,639
47.084,sad,0,0,359,639
47.103,sad,0,0,359,639
47.142,sad,0,0,359,639
47.181000000000004,sad,0,0,359,639
47.222,sad,0,0,359,639
47.261,sad,0,0,359,639
47.305,sad,0,0,359,639
47.346,sad,0,0,359,639
47.398,sad,0,0,359,639
47.432,sad,0,0,359,639
47.476,sad,0,0,359,639
47.515,sad,0,0,359,639
47.545,sad,0,0,359,639
47.584,sad,0,0,359,639
47.645,sad,0,0,359,639
47.685,sad,0,0,359,639
47.721,sad,0,0,359,639
47.75,sad,0,0,359,639
47.792,sad,0,0,359,639
47.833,sad,0,0,359,639
47.877,sad,0,0,359,639
47.914,sad,0,0,359,639
47.961,sad,0,0,359,639
47.984,sad,0,0,359,639
48.028,sad,0,0,359,639
48.085,sad,0,0,359,639
48.121,sad,0,0,359,639
48.147,sad,0,0,359,639
48.193,sad,0,0,359,639
48.232,sad,0,0,359,639
48.282,sad,0,0,359,639
48.314,sad,0,0,359,639
48.346,sad,0,0,359,639
48.394,sad,0,0,359,639
48.44,sad,0,0,359,639
48.473,sad,0,0,359,639
48.508,sad,0,0,359,639
48.572,sad,0,0,359,639
48.604,sad,0,0,359,639
48.632,sad,0,0,359,639
48.68,sad,0,0,359,639
48.714,sad,0,0,359,639
48.761,sad,0,0,359,639
48.784,sad,0,0,359,639
48.842,sad,0,0,359,639
48.872,sad,0,0,359,639
48.916000000000004,sad,0,0,359,639
48.956,sad,0,0,359,639
49.002,sad,0,0,359,639
49.027,fear,0,0,359,639
49.081,fear,0,0,359,639
49.124,fear,0,0,359,639
49.152,fear,0,0,359,639
49.186,fear,0,0,359,639
49.230000000000004,fear,0,0,359,639
49.284,fear,0,0,359,639
49.306000000000004,fear,0,0,359,639
49.345,sad,0,0,359,639
49.394,fear,0,0,359,639
49.427,fear,0,0,359,639
49.458,angry,0,0,359,639
49.497,happy,184,292,29,29
49.549,happy,183,292,30,30
49.587,happy,183,293,29,29
49.616,happy,184,293,28,28
49.657,happy,184,293,29,29
49.709,happy,185,295,28,28
49.737,happy,186,297,27,27
49.779,angry,185,296,28,28
49.82,fear,0,0,359,639
49.861000000000004,angry,187,296,28,28
49.911,sad,0,0,359,639
49.949,sad,0,0,359,639
49.995000000000005,sad,0,0,359,639
50.039,sad,0,0,359,639
50.079,sad,0,0,359,639
50.106,sad,0,0,359,639
50.151,sad,0,0,359,639
50.205,sad,0,0,359,639
50.248,sad,0,0,359,639
50.274,sad,0,0,359,639
50.303000000000004,sad,0,0,359,639
50.359,sad,0,0,359,639
50.399,sad,0,0,359,639
50.428000000000004,sad,0,0,359,639
50.483000000000004,sad,0,0,359,639
50.515,fear,186,297,28,28
50.557,sad,0,0,359,639
50.599000000000004,sad,0,0,359,639
50.63,angry,186,297,27,27
50.676,sad,0,0,359,639
50.716,angry,0,0,359,639
50.755,angry,186,296,27,27
50.784,angry,185,295,29,29
50.836,happy,184,295,30,30
50.876,neutral,0,0,359,639
50.911,happy,185,296,28,28
50.96,happy,185,296,28,28
51.004,happy,185,296,28,28
51.038000000000004,happy,185,296,28,28
51.082,sad,0,0,359,639
51.117000000000004,happy,0,0,359,639
51.18,happy,185,296,28,28
51.208,happy,185,296,29,29
51.237,happy,185,296,29,29
51.299,happy,185,297,27,27
51.321,happy,185,297,27,27
51.377,happy,184,296,28,28
51.423,happy,185,296,28,28
51.46,happy,184,296,28,28
51.493,happy,184,296,28,28
51.538000000000004,happy,185,297,28,28
51.581,happy,185,296,28,28
51.621,angry,186,296,27,27
51.675000000000004,neutral,0,0,359,639
51.705,neutral,185,296,28,28
51.748,neutral,0,0,359,639
51.79,neutral,185,295,28,28
51.846,sad,0,0,359,639
51.879,neutral,0,0,359,639
51.916000000000004,neutral,0,0,359,639
51.958,sad,0,0,359,639
52.003,sad,0,0,359,639
52.033,sad,0,0,359,639
52.088,sad,0,0,359,639
52.125,sad,0,0,359,639
52.168,sad,0,0,359,639
52.216,sad,0,0,359,639
52.242000000000004,sad,0,0,359,639
52.286,sad,0,0,359,639
52.327,sad,0,0,359,639
52.38,sad,0,0,359,639
52.41000000000001,neutral,0,0,359,639
52.469,neutral,0,0,359,639
52.502,neutral,0,0,359,639
52.54,neutral,0,0,359,639
52.584,neutral,0,0,359,639
52.629,neutral,0,0,359,639
52.658,sad,0,0,359,639
52.704,sad,0,0,359,639
52.749,sad,0,0,359,639
52.782,sad,0,0,359,639
52.82,sad,0,0,359,639
52.861000000000004,sad,0,0,359,639
52.901,sad,0,0,359,639
52.94,sad,0,0,359,639
52.993,sad,0,0,359,639
53.021,sad,0,0,359,639
53.071,sad,0,0,359,639
53.114000000000004,angry,185,298,28,28
53.153,sad,0,0,359,639
53.202,angry,186,298,27,27
53.244,angry,186,298,27,27
53.286,happy,186,299,28,28
53.328,angry,185,299,28,28
53.378,angry,185,299,28,28
53.407,angry,186,299,28,28
53.457,angry,0,0,359,639
53.505,happy,187,299,28,28
53.545,sad,0,0,359,639
53.571,sad,0,0,359,639
53.620000000000005,neutral,187,299,28,28
53.669000000000004,sad,0,0,359,639
53.703,sad,188,299,28,28
53.752,sad,0,0,359,639
53.789,sad,0,0,359,639
53.835,sad,0,0,359,639
53.876,sad,0,0,359,639
53.914,sad,0,0,359,639
53.967,sad,0,0,359,639
53.99,sad,0,0,359,639
54.045,sad,0,0,359,639
54.071,sad,0,0,359,639
54.129,sad,0,0,359,639
54.165,sad,0,0,359,639
54.205,sad,0,0,359,639
54.248000000000005,sad,0,0,359,639
54.29,sad,0,0,359,639
54.333,sad,0,0,359,639
54.375,sad,0,0,359,639
54.403,sad,0,0,359,639
54.449,sad,0,0,359,639
54.496,sad,0,0,359,639
54.547000000000004,sad,0,0,359,639
54.573,sad,0,0,359,639
54.624,fear,0,0,359,639
54.664,sad,0,0,359,639
54.701,sad,0,0,359,639
54.751,sad,0,0,359,639
54.782,angry,0,0,359,639
54.845,angry,0,0,359,639
54.870000000000005,sad,0,0,359,639
54.92,sad,0,0,359,639
54.951,sad,0,0,359,639
54.999,sad,0,0,359,639
55.037,sad,0,0,359,639
55.079,sad,0,0,359,639
55.128,sad,0,0,359,639
55.18,sad,0,0,359,639
55.208,sad,0,0,359,639
55.241,sad,0,0,359,639
55.294000000000004,sad,0,0,359,639
55.336,sad,0,0,359,639
55.367000000000004,sad,0,0,359,639
55.42,sad,0,0,359,639
55.454,fear,0,0,359,639
55.496,fear,0,0,359,639
55.54,neutral,0,0,359,639
55.581,neutral,0,0,359,639
55.627,sad,0,0,359,639
55.664,happy,184,298,29,29
55.705,fear,0,0,359,639
55.744,fear,0,0,359,639
55.784,fear,0,0,359,639
55.831,sad,0,0,359,639
55.863,fear,0,0,359,639
55.92,fear,0,0,359,639
55.953,angry,185,298,28,28
56.004,sad,0,0,359,639
56.038000000000004,angry,186,298,28,28
56.088,angry,186,298,28,28
56.123000000000005,angry,0,0,359,639
56.163000000000004,angry,186,299,27,27
56.201,angry,187,299,27,27
56.242000000000004,fear,0,0,359,639
56.288000000000004,angry,186,298,28,28
56.339,angry,187,298,27,27
56.381,happy,187,298,28,28
56.418,angry,187,298,28,28
56.456,happy,0,0,359,639
56.497,happy,187,297,28,28
56.536,happy,187,298,28,28
56.593,neutral,0,0,359,639
56.629,neutral,0,0,359,639
56.657,sad,0,0,359,639
56.722,happy,187,298,29,29
56.744,happy,187,298,29,29
56.794000000000004,happy,188,298,28,28
56.842,happy,187,297,28,28
56.870000000000005,neutral,188,297,27,27
56.923,neutral,188,298,27,27
56.949,neutral,188,297,28,28
57.001,fear,0,0,359,639
57.039,neutral,188,296,28,28
57.082,neutral,187,295,29,29
57.114000000000004,neutral,187,295,28,28
57.158,happy,188,295,28,28
57.203,happy,188,294,29,29
57.231,happy,189,295,28,28
57.28500000000001,happy,189,297,28,28
57.321,happy,190,298,27,27
57.363,happy,0,0,359,639
57.403,fear,0,0,359,639
57.443,fear,0,0,359,639
57.484,sad,0,0,359,639
57.524,fear,188,297,28,28
57.575,happy,188,297,28,28
57.651,fear,188,295,29,29
57.678000000000004,neutral,187,294,29,29
57.706,fear,0,0,359,639
57.739000000000004,fear,189,297,28,28
57.789,fear,189,298,28,28
57.839,neutral,0,0,359,639
57.879,neutral,0,0,359,639
57.918,fear,0,0,359,639
57.961,sad,0,0,359,639
57.999,fear,0,0,359,639
58.037,sad,0,0,359,639
58.082,fear,0,0,359,639
58.124,fear,0,0,359,639
58.162,sad,0,0,359,639
58.205,fear,0,0,359,639
58.245000000000005,fear,0,0,359,639
58.291000000000004,sad,0,0,359,639
58.349000000000004,sad,0,0,359,639
58.394,sad,0,0,359,639
58.42,fear,0,0,359,639
58.462,sad,0,0,359,639
58.504,fear,0,0,359,639
58.534,fear,0,0,359,639
58.59,fear,0,0,359,639
58.631,fear,0,0,359,639
58.661,sad,0,0,359,639
58.708,sad,0,0,359,639
58.747,sad,0,0,359,639
58.789,fear,0,0,359,639
58.837,fear,191,298,27,27
58.870000000000005,neutral,191,298,27,27
58.909,neutral,192,298,27,27
58.968,angry,192,298,27,27
58.992000000000004,neutral,191,297,28,28
59.045,angry,192,298,28,28
59.082,sad,0,0,359,639
59.129,sad,192,299,28,28
59.166000000000004,sad,0,0,359,639
59.205,angry,192,299,28,28
59.252,sad,0,0,359,639
59.283,sad,0,0,359,639
59.347,angry,192,299,28,28
59.372,angry,192,300,27,27
59.413000000000004,angry,0,0,359,639
59.46,angry,0,0,359,639
59.499,angry,0,0,359,639
59.537,angry,0,0,359,639
59.582,angry,0,0,359,639
59.622,angry,191,297,28,28
59.662,angry,191,296,28,28
59.7,neutral,190,295,28,28
59.76,neutral,0,0,359,639
59.802,neutral,0,0,359,639
59.849000000000004,neutral,189,295,28,28
59.876000000000005,neutral,189,296,27,27
59.909,neutral,188,296,28,28
59.97,neutral,189,298,27,27
59.999,neutral,189,298,27,27
60.056000000000004,neutral,188,298,27,27
60.078,happy,189,298,27,27
60.132,happy,189,298,27,27
60.172000000000004,angry,188,298,27,27
60.206,angry,188,298,28,28
60.247,angry,187,299,29,29
60.289,happy,188,300,28,28
60.339,happy,188,300,27,27
60.376000000000005,angry,189,299,27,27
60.423,angry,188,300,27,27
60.455,sad,0,0,359,639
60.491,sad,0,0,359,639
60.543,sad,0,0,359,639
60.579,angry,188,300,27,27
60.63,angry,188,299,28,28
60.658,angry,0,0,359,639
60.705,fear,0,0,359,639
60.751000000000005,angry,189,300,27,27
60.78,happy,188,300,28,28
60.852000000000004,sad,0,0,359,639
60.877,sad,0,0,359,639
60.918,sad,189,301,27,27
60.961,happy,189,300,27,27
60.995000000000005,happy,188,299,28,28
61.034,happy,188,300,27,27
61.081,sad,0,0,359,639
61.127,happy,187,301,28,28
61.159,sad,0,0,359,639
61.21,angry,188,301,27,27
61.259,angry,189,300,28,28
61.291000000000004,angry,188,298,28,28
61.331,sad,189,298,27,27
61.366,angry,188,298,28,28
61.407,angry,188,300,27,27
61.45,happy,188,300,27,27
61.493,sad,188,299,27,27
61.544000000000004,neutral,188,298,28,28
61.582,happy,188,298,28,28
61.619,angry,188,299,28,28
61.663000000000004,angry,188,300,27,27
61.718,happy,0,0,359,639
61.746,happy,0,0,359,639
61.788000000000004,happy,0,0,359,639
61.831,happy,0,0,359,639
61.867000000000004,sad,0,0,359,639
61.91000000000001,happy,189,299,27,27
61.968,neutral,0,0,359,639
61.987,happy,190,300,27,27
62.042,neutral,189,300,27,27
62.082,angry,190,301,27,27
62.117000000000004,happy,189,301,27,27
62.168,happy,0,0,359,639
62.206,happy,0,0,359,639
62.246,happy,0,0,359,639
62.291000000000004,sad,0,0,359,639
62.34,happy,189,301,27,27
62.375,angry,189,301,28,28
62.407,happy,190,302,27,27
62.464,happy,191,300,27,27
62.506,happy,190,299,27,27
62.537,angry,191,299,27,27
62.582,happy,190,299,27,27
62.63,angry,190,300,26,26
62.676,happy,190,300,28,28
62.708,neutral,0,0,359,639
62.747,sad,0,0,359,639
62.789,sad,0,0,359,639
62.828,angry,0,0,359,639
62.879,sad,0,0,359,639
62.912,angry,0,0,359,639
62.95,sad,0,0,359,639
62.996,sad,0,0,359,639
63.047000000000004,sad,0,0,359,639
63.076,fear,0,0,359,639
63.137,sad,0,0,359,639
63.173,sad,0,0,359,639
63.196,sad,0,0,359,639
63.249,sad,0,0,359,639
63.298,neutral,187,295,29,29
63.333,sad,0,0,359,639
63.372,sad,0,0,359,639
63.41000000000001,sad,0,0,359,639
63.462,sad,0,0,359,639
63.5,sad,0,0,359,639
63.546,sad,0,0,359,639
63.577,sad,0,0,359,639
63.623000000000005,sad,0,0,359,639
63.659,sad,0,0,359,639
63.713,sad,0,0,359,639
63.742000000000004,sad,0,0,359,639
63.796,sad,0,0,359,639
63.85,sad,0,0,359,639
63.872,sad,0,0,359,639
63.921,sad,0,0,359,639
63.955,neutral,0,0,359,639
64.0,neutral,0,0,359,639
64.04,sad,0,0,359,639
64.07600000000001,neutral,0,0,359,639
64.126,neutral,0,0,359,639
64.17,neutral,0,0,359,639
64.21600000000001,neutral,0,0,359,639
64.251,neutral,0,0,359,639
64.294,neutral,0,0,359,639
64.33200000000001,neutral,0,0,359,639
64.37,neutral,0,0,359,639
64.42,neutral,0,0,359,639
64.456,neutral,0,0,359,639
64.5,neutral,0,0,359,639
64.539,neutral,0,0,359,639
64.59100000000001,neutral,0,0,359,639
64.62,neutral,0,0,359,639
64.665,neutral,0,0,359,639
64.712,neutral,0,0,359,639
64.744,neutral,0,0,359,639
64.798,neutral,0,0,359,639
64.822,neutral,0,0,359,639
64.866,neutral,0,0,359,639
64.911,neutral,0,0,359,639
64.961,happy,188,290,27,27
64.999,neutral,0,0,359,639
65.05,neutral,0,0,359,639
65.089,neutral,0,0,359,639
65.13,neutral,0,0,359,639
65.158,neutral,0,0,359,639
65.209,sad,0,0,359,639
65.249,sad,0,0,359,639
65.295,sad,0,0,359,639
65.343,happy,187,289,27,27
65.372,sad,0,0,359,639
65.416,angry,0,0,359,639
65.462,happy,188,290,27,27
65.505,angry,187,290,27,27
65.539,sad,0,0,359,639
65.58500000000001,sad,0,0,359,639
65.626,sad,0,0,359,639
65.658,happy,187,289,27,27
65.70400000000001,happy,187,289,27,27
65.743,happy,187,290,27,27
65.804,sad,0,0,359,639
65.84100000000001,happy,0,0,359,639
65.878,angry,0,0,359,639
65.928,sad,0,0,359,639
65.959,angry,184,288,28,28
66.002,sad,0,0,359,639
66.039,neutral,0,0,359,639
66.089,happy,182,287,28,28
66.124,sad,0,0,359,639
66.167,fear,0,0,359,639
66.199,angry,0,0,359,639
66.238,sad,0,0,359,639
66.28,neutral,0,0,359,639
66.321,sad,182,289,27,27
66.372,neutral,0,0,359,639
66.412,neutral,182,290,27,27
66.44,neutral,182,290,28,28
66.495,angry,0,0,359,639
66.532,neutral,0,0,359,639
66.578,neutral,0,0,359,639
66.617,sad,0,0,359,639
66.658,sad,182,288,27,27
66.70400000000001,happy,182,288,27,27
66.745,sad,182,288,27,27
66.786,neutral,0,0,359,639
66.84700000000001,sad,0,0,359,639
66.88,sad,0,0,359,639
66.92,sad,0,0,359,639
66.958,neutral,182,290,27,27
67.001,neutral,182,290,27,27
67.036,neutral,182,290,27,27
67.08,neutral,0,0,359,639
67.127,neutral,0,0,359,639
67.168,neutral,183,289,27,27
67.203,sad,0,0,359,639
67.254,neutral,0,0,359,639
67.289,neutral,0,0,359,639
67.336,neutral,0,0,359,639
67.37,neutral,0,0,359,639
67.417,neutral,0,0,359,639
67.46000000000001,neutral,0,0,359,639
67.503,sad,0,0,359,639
67.549,angry,0,0,359,639
67.57900000000001,sad,0,0,359,639
67.624,sad,0,0,359,639
67.662,fear,181,290,28,28
67.702,neutral,182,290,27,27
67.756,neutral,0,0,359,639
67.788,neutral,0,0,359,639
67.83800000000001,sad,181,290,29,29
67.877,sad,0,0,359,639
67.922,neutral,0,0,359,639
67.95400000000001,neutral,0,0,359,639
67.994,neutral,0,0,359,639
68.036,neutral,182,290,27,27
68.072,neutral,182,290,27,27
68.14,sad,0,0,359,639
68.183,sad,0,0,359,639
68.215,sad,0,0,359,639
68.25,sad,0,0,359,639
68.288,sad,0,0,359,639
68.34100000000001,sad,0,0,359,639
68.373,sad,182,290,28,28
68.414,sad,181,290,29,29
68.452,sad,0,0,359,639
68.491,sad,0,0,359,639
68.545,sad,0,0,359,639
68.58500000000001,sad,0,0,359,639
68.621,happy,0,0,359,639
68.66,sad,0,0,359,639
68.7,neutral,182,290,28,28
68.744,neutral,182,290,28,28
68.786,sad,0,0,359,639
68.839,sad,0,0,359,639
68.872,sad,0,0,359,639
68.917,sad,0,0,359,639
68.95700000000001,sad,0,0,359,639
69.008,sad,0,0,359,639
69.047,sad,0,0,359,639
69.08200000000001,sad,0,0,359,639
69.124,sad,0,0,359,639
69.168,sad,0,0,359,639
69.214,sad,0,0,359,639
69.255,sad,0,0,359,639
69.291,sad,0,0,359,639
69.34100000000001,sad,0,0,359,639
69.373,sad,0,0,359,639
69.424,sad,0,0,359,639
69.459,sad,0,0,359,639
69.498,angry,183,291,27,27
69.531,sad,0,0,359,639
69.57000000000002,sad,0,0,359,639
69.62,neutral,183,291,28,28
69.666,happy,0,0,359,639
69.721,happy,181,291,28,28
69.741,neutral,182,292,27,27
69.779,happy,181,292,28,28
69.834,angry,181,292,28,28
69.862,angry,181,292,29,29
69.913,happy,181,291,29,29
69.952,neutral,0,0,359,639
69.993,angry,182,290,28,28
70.043,fear,182,290,29,29
70.077,fear,182,290,28,28
70.124,neutral,0,0,359,639
70.165,neutral,183,292,27,27
70.202,happy,182,292,27,27
70.242,happy,0,0,359,639
70.288,happy,182,292,28,28
70.33,happy,182,293,28,28
70.367,sad,0,0,359,639
70.427,sad,0,0,359,639
70.45,angry,183,292,27,27
70.5,angry,182,292,28,28
70.55,sad,0,0,359,639
70.575,sad,0,0,359,639
70.629,angry,0,0,359,639
70.665,neutral,0,0,359,639
70.71300000000001,angry,182,293,27,27
70.742,sad,0,0,359,639
70.805,sad,0,0,359,639
70.84100000000001,neutral,0,0,359,639
70.867,angry,182,294,27,27
70.921,neutral,0,0,359,639
70.95100000000001,neutral,0,0,359,639
71.004,neutral,0,0,359,639
71.044,sad,0,0,359,639
71.07600000000001,neutral,0,0,359,639
71.129,neutral,0,0,359,639
71.18,neutral,0,0,359,639
71.20700000000001,neutral,0,0,359,639
71.26,neutral,0,0,359,639
71.291,neutral,0,0,359,639
71.337,neutral,0,0,359,639
71.37,happy,0,0,359,639
71.416,neutral,0,0,359,639
71.456,neutral,0,0,359,639
71.493,neutral,0,0,359,639
71.534,neutral,0,0,359,639
71.575,neutral,0,0,359,639
71.62,neutral,0,0,359,639
71.658,neutral,0,0,359,639
71.705,neutral,0,0,359,639
71.735,neutral,0,0,359,639
71.785,neutral,0,0,359,639
71.834,neutral,0,0,359,639
71.864,neutral,0,0,359,639
71.917,sad,0,0,359,639
71.95100000000001,neutral,0,0,359,639
71.992,neutral,0,0,359,639
72.033,neutral,0,0,359,639
72.072,neutral,0,0,359,639
72.12,neutral,0,0,359,639
72.158,neutral,0,0,359,639
72.206,neutral,0,0,359,639
72.237,sad,0,0,359,639
72.284,sad,0,0,359,639
72.328,sad,0,0,359,639
72.373,neutral,0,0,359,639
72.408,neutral,0,0,359,639
72.449,neutral,0,0,359,639
72.489,neutral,0,0,359,639
72.54,sad,0,0,359,639
72.569,sad,181,295,27,27
72.627,sad,0,0,359,639
72.661,sad,180,295,28,28
72.694,sad,0,0,359,639
72.752,happy,181,295,28,28
72.776,sad,0,0,359,639
72.83500000000001,sad,0,0,359,639
72.879,neutral,181,295,29,29
72.92,neutral,0,0,359,639
72.968,sad,0,0,359,639
72.998,angry,0,0,359,639
73.037,happy,181,294,28,28
73.08200000000001,sad,181,294,28,28
73.145,sad,181,293,29,29
73.162,neutral,182,293,28,28
73.21600000000001,angry,0,0,359,639
73.255,sad,0,0,359,639
73.281,sad,0,0,359,639
73.342,happy,0,0,359,639
73.382,sad,0,0,359,639
73.422,neutral,182,292,29,29
73.459,neutral,0,0,359,639
73.494,happy,183,293,28,28
73.541,angry,0,0,359,639
73.59,sad,0,0,359,639
73.625,sad,0,0,359,639
73.675,happy,185,292,28,28
73.705,angry,0,0,359,639
73.749,angry,185,291,28,28
73.796,sad,0,0,359,639
73.836,sad,0,0,359,639
73.879,sad,0,0,359,639
73.915,sad,0,0,359,639
73.95700000000001,fear,185,290,28,28
74.011,angry,184,290,29,29
74.046,angry,185,290,28,28
74.089,angry,184,289,28,28
74.122,angry,184,288,29,29
74.161,neutral,183,288,29,29
74.206,neutral,0,0,359,639
74.25,neutral,182,288,28,28
74.287,neutral,183,288,27,27
74.331,neutral,182,288,27,27
74.368,neutral,182,288,27,27
74.423,neutral,182,288,27,27
74.449,neutral,181,287,28,28
74.506,neutral,181,287,27,27
74.538,sad,0,0,359,639
74.57300000000001,neutral,181,288,27,27
74.628,sad,0,0,359,639
74.666,sad,0,0,359,639
74.708,sad,0,0,359,639
74.743,sad,0,0,359,639
74.795,sad,0,0,359,639
74.831,sad,0,0,359,639
74.868,sad,0,0,359,639
74.914,sad,0,0,359,639
74.944,sad,0,0,359,639
